route_id,route_licence_number,sub_agency_id,sub_agency_name
L29,199029,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L31,199031,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L34,199034,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L35,199035,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L39,199039,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L49,199049,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L90,199090,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L91,199091,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L92,199092,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L93,199093,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L94,199094,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L95,199095,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L96,199096,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L97,199097,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L98,199098,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L99,199099,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L58,199058,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L59,199059,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L100,100100,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L101,100101,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L102,100102,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L104,100104,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L105,100105,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L106,100106,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L107,100107,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L108,100108,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L109,100109,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L111,100111,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L112,100112,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L113,100113,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L116,100116,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L118,100118,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L120,100120,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L121,100121,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L122,100122,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L123,100123,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L124,100124,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L125,100125,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L126,100126,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L128,100128,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L129,100129,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L130,100130,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L131,100131,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L133,100133,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L134,100134,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L135,100135,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L136,100136,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L137,100137,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L138,100138,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L139,100139,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L141,100141,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L142,100142,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L143,100143,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L144,100144,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L145,100145,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L147,100147,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L148,100148,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L149,100149,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L150,100150,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L151,100151,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L152,100152,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L154,100154,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L156,100156,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L157,100157,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L158,100158,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L159,100159,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L160,100160,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L161,100161,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L162,100162,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L167,100167,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L168,100168,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L169,100169,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L170,100170,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L172,100172,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L173,100173,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L174,100174,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L175,100175,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L176,100176,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L177,100177,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L180,100180,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L181,100181,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L182,100182,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L183,100183,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L184,100184,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L185,100185,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L187,100187,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L188,100188,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L189,100189,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L190,100190,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L191,100191,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L193,100193,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L195,100195,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L196,100196,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L197,100197,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L199,100199,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L200,100200,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L201,100201,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L202,100202,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L207,100207,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L213,100213,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L215,100215,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L216,100216,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L225,100225,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L229,100229,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L231,100231,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L232,100232,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L234,100234,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L235,100235,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L236,100236,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L241,100241,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L244,100244,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L245,100245,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L246,100246,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L247,100247,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L248,100248,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L249,100249,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L250,100250,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L281,101201,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L285,,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L287,,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L289,103001,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L290,103120,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L295,100295,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L301,100301,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L312,100312,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L329,100329,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L340,100340,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L347,100347,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L351,100351,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L352,100352,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L355,100355,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L357,100357,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L359,100359,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L363,100363,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L364,100364,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L366,100366,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L825,101025,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L826,101026,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L886,,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L891,101091,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L894,101094,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L895,101095,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L900,,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L901,100901,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L902,100902,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L904,100904,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L905,100905,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L906,100906,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L907,100907,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L908,100908,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L909,100909,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L910,100910,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L911,100911,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L912,100912,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L913,100913,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L915,100915,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L916,100916,1,"Dopravní podnik hl. m. Prahy, akciová společnost"
L103,100103,10,"ČSAD Střední Čechy , a.s."
L110,100110,10,"ČSAD Střední Čechy , a.s."
L115,100115,11,"ČSAD POLKOST, spol. s r.o."
L117,100117,63,"ABOUT ME s.r.o."
L146,100146,18,"ARRIVA CITY s.r.o."
L153,100153,63,"ABOUT ME s.r.o."
L155,100155,18,"ARRIVA CITY s.r.o."
L163,100163,18,"ARRIVA CITY s.r.o."
L164,100164,63,"ABOUT ME s.r.o."
L166,100166,10,"ČSAD Střední Čechy , a.s."
L171,100171,10,"ČSAD Střední Čechy , a.s."
L186,100186,10,"ČSAD Střední Čechy , a.s."
L194,100194,63,"ABOUT ME s.r.o."
L203,100203,63,"ABOUT ME s.r.o."
L204,100204,18,"ARRIVA CITY s.r.o."
L208,100208,18,"ARRIVA CITY s.r.o."
L209,100209,18,"ARRIVA CITY s.r.o."
L210,100210,29,"STENBUS s.r.o."
L211,100211,18,"ARRIVA CITY s.r.o."
L212,100212,29,"STENBUS s.r.o."
L214,100214,8,"ČSAD MHD Kladno a.s."
L220,100220,18,"ARRIVA CITY s.r.o."
L221,100221,29,"STENBUS s.r.o."
L222,100222,29,"STENBUS s.r.o."
L223,100223,18,"ARRIVA CITY s.r.o."
L224,100224,18,"ARRIVA CITY s.r.o."
L226,100226,11,"ČSAD POLKOST, spol. s r.o."
L227,100227,11,"ČSAD POLKOST, spol. s r.o."
L228,100228,18,"ARRIVA CITY s.r.o."
L240,100240,29,"STENBUS s.r.o."
L242,100242,63,"ABOUT ME s.r.o."
L243,100243,63,"ABOUT ME s.r.o."
L300,100300,8,"ČSAD MHD Kladno a.s."
L302,100302,10,"ČSAD Střední Čechy , a.s."
L303,100303,18,"ARRIVA CITY s.r.o."
L304,100304,70,"Transdev Střední Čechy s.r.o."
L305,100305,70,"Transdev Střední Čechy s.r.o."
L306,100306,8,"ČSAD MHD Kladno a.s."
L307,100307,8,"ČSAD MHD Kladno a.s."
L308,100308,21,"ARRIVA STŘEDNÍ ČECHY s.r.o."
L309,100309,21,"ARRIVA STŘEDNÍ ČECHY s.r.o."
L310,100310,21,"ARRIVA STŘEDNÍ ČECHY s.r.o."
L311,100311,21,"ARRIVA STŘEDNÍ ČECHY s.r.o."
L313,100313,21,"ARRIVA STŘEDNÍ ČECHY s.r.o."
L314,100314,17,"Martin UHER, spol. s r.o."
L315,102315,10,"ČSAD Střední Čechy , a.s."
L315,100315,21,"ARRIVA STŘEDNÍ ČECHY s.r.o."
L315,104315,66,"ČSAD Česká Lípa a.s."
L316,100316,8,"ČSAD MHD Kladno a.s."
L317,100317,17,"Martin UHER, spol. s r.o."
L318,100318,17,"Martin UHER, spol. s r.o."
L319,100319,8,"ČSAD MHD Kladno a.s."
L320,100320,17,"Martin UHER, spol. s r.o."
L322,100322,8,"ČSAD MHD Kladno a.s."
L323,107323,24,"Valenta BUS s.r.o."
L324,100324,8,"ČSAD MHD Kladno a.s."
L325,100325,11,"ČSAD POLKOST, spol. s r.o."
L326,100326,18,"ARRIVA CITY s.r.o."
L327,100327,18,"ARRIVA CITY s.r.o."
L328,100328,18,"ARRIVA CITY s.r.o."
L330,104330,34,"AUTODOPRAVA LAMER s.r.o."
L330,105330,37,"POHL Kladno spol. s r.o."
L331,100331,18,"ARRIVA CITY s.r.o."
L331,102331,63,"ABOUT ME s.r.o."
L332,100332,18,"ARRIVA CITY s.r.o."
L333,100333,18,"ARRIVA CITY s.r.o."
L334,100334,17,"Martin UHER, spol. s r.o."
L335,100335,18,"ARRIVA CITY s.r.o."
L336,100336,8,"ČSAD MHD Kladno a.s."
L337,100337,12,"ČSAD Benešov s.r.o."
L338,100338,21,"ARRIVA STŘEDNÍ ČECHY s.r.o."
L339,100339,18,"ARRIVA CITY s.r.o."
L341,100341,18,"ARRIVA CITY s.r.o."
L342,110342,37,"POHL Kladno spol. s r.o."
L342,100342,67,"ČSAD Slaný s.r.o."
L343,100343,18,"ARRIVA CITY s.r.o."
L344,100344,18,"ARRIVA CITY s.r.o."
L345,100345,21,"ARRIVA STŘEDNÍ ČECHY s.r.o."
L345,102345,77,"ČSAD Liberec, a.s."
L346,100346,10,"ČSAD Střední Čechy , a.s."
L348,100348,18,"ARRIVA CITY s.r.o."
L349,100349,10,"ČSAD Střední Čechy , a.s."
L350,100350,8,"ČSAD MHD Kladno a.s."
L353,100353,18,"ARRIVA CITY s.r.o."
L354,100354,29,"STENBUS s.r.o."
L356,100356,8,"ČSAD MHD Kladno a.s."
L358,100358,21,"ARRIVA STŘEDNÍ ČECHY s.r.o."
L360,100360,21,"ARRIVA STŘEDNÍ ČECHY s.r.o."
L360,108360,69,"ČSAD AUTOBUSY České Budějovice a.s."
L361,100361,21,"ARRIVA STŘEDNÍ ČECHY s.r.o."
L362,100362,18,"ARRIVA CITY s.r.o."
L365,100365,8,"ČSAD MHD Kladno a.s."
L367,100367,10,"ČSAD Střední Čechy , a.s."
L368,100368,10,"ČSAD Střední Čechy , a.s."
L369,100369,10,"ČSAD Střední Čechy , a.s."
L370,100370,10,"ČSAD Střední Čechy , a.s."
L371,100371,10,"ČSAD Střední Čechy , a.s."
L372,100372,10,"ČSAD Střední Čechy , a.s."
L373,100373,10,"ČSAD Střední Čechy , a.s."
L374,100374,10,"ČSAD Střední Čechy , a.s."
L375,100375,10,"ČSAD Střední Čechy , a.s."
L376,100376,10,"ČSAD Střední Čechy , a.s."
L377,100377,10,"ČSAD Střední Čechy , a.s."
L378,100378,10,"ČSAD Střední Čechy , a.s."
L379,100379,10,"ČSAD Střední Čechy , a.s."
L380,100380,21,"ARRIVA STŘEDNÍ ČECHY s.r.o."
L381,100381,11,"ČSAD POLKOST, spol. s r.o."
L382,100382,11,"ČSAD POLKOST, spol. s r.o."
L383,100383,18,"ARRIVA CITY s.r.o."
L384,100384,21,"ARRIVA STŘEDNÍ ČECHY s.r.o."
L385,100385,18,"ARRIVA CITY s.r.o."
L385,102385,63,"ABOUT ME s.r.o."
L386,100386,8,"ČSAD MHD Kladno a.s."
L387,100387,11,"ČSAD POLKOST, spol. s r.o."
L388,112388,37,"POHL Kladno spol. s r.o."
L388,100388,67,"ČSAD Slaný s.r.o."
L389,109389,66,"ČSAD Česká Lípa a.s."
L389,100389,67,"ČSAD Slaný s.r.o."
L390,100390,21,"ARRIVA STŘEDNÍ ČECHY s.r.o."
L391,100391,18,"ARRIVA CITY s.r.o."
L392,100392,21,"ARRIVA STŘEDNÍ ČECHY s.r.o."
L393,100393,21,"ARRIVA STŘEDNÍ ČECHY s.r.o."
L394,100394,21,"ARRIVA STŘEDNÍ ČECHY s.r.o."
L395,100395,21,"ARRIVA STŘEDNÍ ČECHY s.r.o."
L396,100396,10,"ČSAD Střední Čechy , a.s."
L397,100397,18,"ARRIVA CITY s.r.o."
L398,100398,13,"Okresní autobusová doprava Kolín, s.r.o."
L399,102399,34,"AUTODOPRAVA LAMER s.r.o."
L399,100399,36,"Kateřina Kulhánková"
L399,104399,37,"POHL Kladno spol. s r.o."
L400,501400,66,"ČSAD Česká Lípa a.s."
L400,500400,77,"ČSAD Liberec, a.s."
L401,101401,12,"ČSAD Benešov s.r.o."
L401,100401,29,"STENBUS s.r.o."
L401,102401,78,"COMETT PLUS, spol. s r.o."
L401,103401,84,"ČSAD Jindřichův Hradec s.r.o."
L402,104402,12,"ČSAD Benešov s.r.o."
L402,102402,18,"ARRIVA CITY s.r.o."
L402,100402,22,"ARRIVA autobusy a.s."
L403,100403,21,"ARRIVA STŘEDNÍ ČECHY s.r.o."
L404,100404,70,"Transdev Střední Čechy s.r.o."
L406,104406,12,"ČSAD Benešov s.r.o."
L406,102406,18,"ARRIVA CITY s.r.o."
L406,100406,29,"STENBUS s.r.o."
L406,105406,83,"ICOM transport a.s."
L407,100407,21,"ARRIVA STŘEDNÍ ČECHY s.r.o."
L409,100409,63,"ABOUT ME s.r.o."
L410,500410,77,"ČSAD Liberec, a.s."
L411,100411,10,"ČSAD Střední Čechy , a.s."
L412,100412,21,"ARRIVA STŘEDNÍ ČECHY s.r.o."
L412,102412,66,"ČSAD Česká Lípa a.s."
L413,100413,10,"ČSAD Střední Čechy , a.s."
L414,100414,66,"ČSAD Česká Lípa a.s."
L415,105415,66,"ČSAD Česká Lípa a.s."
L415,100415,70,"Transdev Střední Čechy s.r.o."
L415,104415,97,"UMBRELLA CITY LINES s.r.o."
L417,100417,8,"ČSAD MHD Kladno a.s."
L418,100418,21,"ARRIVA STŘEDNÍ ČECHY s.r.o."
L419,100419,21,"ARRIVA STŘEDNÍ ČECHY s.r.o."
